>AGTRAP_ENST00000314340.10,chr1:11736136-11750769
18,1807116,1808867
>SLC34A2_ENST00000382051.8,chr4:25655851-25678748
1,25655851,25655890
2,25662498,25662612
3,25662705,25662842
4,25664202,25664330
5,25666128,25666271
6,25667880,25667991
7,25669647,25669842
8,25670738,25670833
9,25671601,25671721
10,25673087,25673254
11,25674296,25674412
12,25674505,25674629
13,25676135,25678748
>PDS5A_ENST00000303538.13,chr4:39822863-39977911
1,39977457,39977911
2,39976440,39976617
3,39927961,39928164
4,39926775,39926861
5,39925836,39925933
6,39922622,39922748
7,39920319,39920399
8,39917048,39917188
9,39913611,39913726
10,39910244,39910338
11,39908395,39908540
12,39904040,39904191
13,39902347,39902460
14,39900426,39900507
15,39898777,39898825
16,39898389,39898528
17,39890249,39890364
18,39879728,39879833
19,39876993,39877153
20,39874289,39874412
21,39872986,39873144
22,39869394,39869462
23,39866861,39866997
24,39863336,39863459
25,39862869,39863073
26,39862219,39862333
27,39849520,39849652
28,39848851,39848970
29,39845818,39845880
30,39844656,39844801
31,39841948,39842056
32,39837856,39838208
33,39822863,39825488
>FRYL_ENST00000358350.9,chr4:48497357-48780279
1,48780078,48780279
2,48710519,48710698
3,48684673,48684795
4,48634291,48634490
5,48623126,48623179
6,48620639,48620778
7,48619274,48619370
8,48609744,48609823
9,48608987,48609067
10,48606438,48606606
11,48605741,48605833
12,48603290,48603388
13,48602020,48602121
14,48595897,48596000
15,48595590,48595698
16,48593930,48594016
17,48590659,48590830
18,48589745,48589877
19,48586621,48586728
20,48582497,48582734
21,48581420,48581605
22,48580865,48580951
23,48578973,48579241
24,48576030,48576222
25,48575117,48575241
26,48573186,48573243
27,48570827,48570918
28,48567248,48567420
29,48565531,48565691
30,48564933,48565043
31,48563948,48564102
32,48562889,48562988
33,48561468,48561636
34,48557453,48557712
35,48556978,48557118
36,48553215,48553383
37,48551494,48551578
38,48550592,48550704
39,48549473,48549623
40,48548690,48548793
41,48547584,48547769
42,48546067,48546271
43,48544783,48544904
44,48543807,48543997
45,48542027,48542121
46,48540353,48540960
47,48539971,48540068
48,48535657,48535827
49,48534545,48534685
50,48531156,48531353
51,48528175,48528336
52,48527971,48528045
53,48527477,48527653
54,48522901,48523104
55,48521048,48521215
56,48515028,48515275
57,48512481,48512688
58,48510835,48510984
59,48510059,48510157
60,48505547,48505615
61,48502828,48502845
62,48501623,48501733
63,48500030,48500220
64,48497357,48499680
>SEC31A_ENST00000395310.7,chr4:82818509-82891153
1,82891088,82891153
2,82881858,82881940
3,82880799,82880922
4,82878730,82878928
5,82875727,82875822
6,82874611,82874751
7,82871944,82872086
8,82870325,82870424
9,82867155,82867316
10,82866808,82866960
11,82864362,82864598
12,82863318,82863392
13,82862534,82862572
14,82861631,82861708
15,82857689,82857764
16,82856952,82857130
17,82854903,82855029
18,82853570,82853715
19,82851431,82851604
20,82848804,82848977
21,82844386,82844509
22,82842140,82842481
23,82829000,82829058
24,82827369,82827632
25,82824555,82824674
26,82821037,82821108
27,82818509,82819253
>AFF1_ENST00000395146.9,chr4:86935011-87141039
1,86935011,86935240
2,86948498,86948571
3,87046166,87046286
4,87046695,87047594
5,87084120,87084164
6,87089984,87090070
7,87091793,87091829
8,87094915,87094969
9,87105628,87105682
10,87105808,87105845
11,87108159,87108315
12,87114367,87115299
13,87125037,87125143
14,87126099,87126336
15,87127026,87127117
16,87127643,87127703
17,87131083,87131219
18,87131793,87131864
19,87132271,87132408
20,87134471,87134694
21,87135580,87141039
>SMARCA5_ENST00000283131.4,chr4:143513702-143557486
1,143513702,143514101
2,143517355,143517429
3,143521429,143521595
4,143524367,143524467
5,143525451,143525551
6,143526281,143526460
7,143527868,143528023
8,143528583,143528714
9,143530458,143530526
10,143534855,143534964
11,143536452,143536678
12,143538590,143538711
13,143538786,143538938
14,143540363,143540495
15,143543509,143543657
16,143543853,143543972
17,143544737,143544847
18,143545470,143545583
19,143545925,143546047
20,143546776,143546908
21,143547385,143547503
22,143547928,143548140
23,143549997,143550104
24,143553119,143557486
>ARFIP1_ENST00000353617.7,chr4:152779954-152912357
1,152779954,152780226
2,152829625,152829726
3,152863606,152863714
4,152870753,152870848
5,152872452,152872564
6,152880963,152881184
7,152882723,152882880
8,152888133,152888307
9,152910064,152912357
>FHDC1_ENST00000511601.6,chr4:152936323-152979671
1,152936323,152936409
2,152942928,152943555
3,152953499,152953560
4,152954217,152954319
5,152960565,152960650
6,152960744,152960844
7,152962814,152962884
8,152963023,152963130
9,152964905,152964975
10,152967980,152968097
11,152972377,152972541
12,152974675,152979671
>SORBS2_ENST00000418609.5,chr4:185585444-185656969
1,185656615,185656969
2,185652662,185652728
3,185649467,185649656
4,185646668,185646782
5,185630549,185630598
6,185626832,185627019
7,185622914,185624494
8,185620063,185620151
9,185618585,185618631
10,185615045,185615159
11,185614831,185614959
12,185611780,185611980
13,185593886,185593935
14,185589679,185589785
15,185585444,185587688
>DUX4_ENST00000565211.1,chr4:190173774-190175845
1,190173774,190175284
2,190175647,190175845
>LIFR_ENST00000453190.7,chr5:38474668-38556646
1,38556334,38556646
2,38530506,38530666
3,38528726,38528840
4,38527155,38527294
5,38523419,38523582
6,38511790,38511964
7,38510464,38510718
8,38506503,38506632
9,38505905,38506074
10,38503976,38504121
11,38502637,38502799
12,38499513,38499583
13,38496382,38496595
14,38493606,38493785
15,38490190,38490291
16,38489078,38489245
17,38485819,38485980
18,38484775,38484868
19,38482589,38482667
20,38474668,38482218
>CENPK_ENST00000396679.6,chr5:65517766-65563168
1,65563098,65563168
2,65561463,65561564
3,65554797,65554946
4,65552493,65552549
5,65551564,65551636
6,65542802,65542848
7,65529117,65529199
8,65528919,65529017
9,65528452,65528578
10,65521475,65521528
11,65517766,65518633
>PDE8B_ENST00000264917.10,chr5:77210680-77428256
1,77210680,77211264
2,77311994,77312053
3,77325539,77325729
4,77328998,77329057
5,77331402,77331459
6,77337227,77337315
7,77344853,77344931
8,77349419,77349559
9,77351065,77351153
10,77353346,77353406
11,77400248,77400290
12,77404720,77404797
13,77407381,77407457
14,77408893,77409057
15,77411676,77411721
16,77412100,77412235
17,77413111,77413309
18,77418229,77418446
19,77419767,77419887
20,77421821,77421988
21,77425767,77425896
22,77426445,77428256
>SSBP2_ENST00000320672.9,chr5:81412804-81751097
1,81750981,81751097
2,81650267,81650339
3,81636557,81636618
4,81615473,81615557
5,81513628,81513717
6,81489250,81489309
7,81474496,81474562
8,81473700,81473770
9,81466974,81467041
10,81461055,81461103
11,81448790,81448825
12,81446868,81446922
13,81442653,81442723
14,81440558,81440636
15,81437430,81437458
16,81428585,81428683
17,81412804,81420533
>PRRC1_ENST00000296666.13,chr5:127517640-127555085
1,127517640,127517776
2,127523460,127523582
3,127524531,127524920
4,127526618,127526778
5,127530294,127530396
6,127533623,127533786
7,127539040,127539143
8,127547819,127547921
9,127551707,127555085
>SEPTIN8_ENST00000378719.7,chr5:132750819-132777239
1,132777108,132777239
2,132765409,132765529
3,132764224,132764419
4,132763706,132763892
5,132762484,132762645
6,132761800,132761896
7,132761458,132761626
8,132761133,132761265
9,132760802,132760992
10,132750819,132752181
>AFF4_ENST00000265343.10,chr5:132875395-132963634
1,132963259,132963634
2,132937067,132937193
3,132934147,132934941
4,132932178,132932222
5,132927121,132927207
6,132904368,132904404
7,132902442,132902487
8,132899587,132899641
9,132899104,132899141
10,132898230,132898392
11,132896323,132897240
12,132893030,132893118
13,132892164,132892404
14,132889079,132889173
15,132888097,132888160
16,132887846,132887982
17,132887521,132887592
18,132886310,132886403
19,132885076,132885119
20,132883340,132883560
21,132875395,132881186
>FCHSD1_ENST00000435817.7,chr5:141639302-141651418
1,141651348,141651418
2,141651020,141651117
3,141650359,141650404
4,141649887,141649954
5,141649395,141649536
6,141649172,141649308
7,141648957,141649020
8,141647968,141648096
9,141647398,141647520
10,141647135,141647230
11,141646603,141646722
12,141646087,141646191
13,141645771,141645932
14,141645020,141645148
15,141644859,141644942
16,141644573,141644690
17,141644218,141644438
18,141643001,141643088
19,141641702,141641757
20,141639302,141641563
>ARHGAP26_ENST00000645722.2,chr5:142770377-143229007
1,142770377,142770915
2,142873400,142873495
3,142875110,142875171
4,142879374,142879445
5,142885298,142885399
6,142894238,142894348
7,142901935,142902039
8,142903540,142903669
9,142907704,142907804
10,142913199,142913293
11,142932047,142932125
12,143014080,143014116
13,143037196,143037261
14,143041816,143041890
15,143054439,143054526
16,143056028,143056086
17,143057642,143057747
18,143120988,143121147
19,143133967,143134105
20,143147231,143147381
21,143207198,143207308
22,143213997,143214088
23,143222358,143229007
>FBXO38_ENST00000340253.10,chr5:148383958-148442836
1,148383958,148384039
2,148394714,148394904
3,148398999,148399132
4,148401982,148402145
5,148402348,148402513
6,148404685,148404822
7,148406257,148406394
8,148409124,148409217
9,148410635,148410765
10,148414136,148414306
11,148415928,148416070
12,148416994,148417204
13,148423998,148424117
14,148425522,148425701
15,148427213,148427947
16,148433424,148433524
17,148433635,148433737
18,148438332,148438498
19,148439647,148439792
20,148440424,148440527
21,148441124,148441237
22,148441969,148442836
>PDGFRB_ENST00000261799.9,chr5:150113839-150155845
1,150155397,150155845
2,150137008,150137053
3,150135555,150135878
4,150134750,150135016
5,150133881,150134008
6,150133586,150133760
7,150132750,150132942
8,150131979,150132094
9,150130539,150130662
10,150129757,150129968
11,150126520,150126614
12,150125445,150125577
13,150124727,150124831
14,150124250,150124360
15,150123042,150123201
16,150121880,150122040
17,150121204,150121322
18,150120888,150121010
19,150120012,150120123
20,150119467,150119566
21,150118747,150118852
22,150117618,150117850
23,150113839,150115946
>CDX1_ENST00000231656.13,chr5:150166778-150184558
1,150166778,150167321
2,150182768,150182913
3,150183474,150184558
>CD74_ENST00000009530.13,chr5:150401639-150412910
1,150412625,150412910
2,150407152,150407324
3,150406881,150406960
4,150406259,150406321
5,150405085,150405180
6,150404680,150404767
7,150403121,150403312
8,150402563,150402625
9,150401639,150402250
>EBF1_ENST00000313708.11,chr5:158695920-159099916
1,159099345,159099916
2,159096974,159097130
3,159096343,159096406
4,159095620,159095675
5,159084666,159084739
6,159073396,159073464
7,158840029,158840110
8,158823176,158823317
9,158796345,158796475
10,158777413,158777539
11,158731069,158731157
12,158714117,158714182
13,158712970,158713147
14,158712154,158712333
15,158707979,158708173
16,158695920,158699142
>PWWP2A_ENST00000307063.9,chr5:160091339-160119450
1,160118805,160119450
2,160091339,160094065
>NPM1_ENST00000296930.10,chr5:171387849-171410900
1,171387849,171388006
2,171390051,171390130
3,171391305,171391424
4,171391706,171391799
5,171392710,171392816
6,171392914,171392978
7,171400153,171400210
8,171400839,171400925
9,171405302,171405403
10,171407700,171407774
11,171410527,171410900
>SQSTM1_ENST00000389805.9,chr5:179820905-179838078
1,179820905,179821141
2,179822958,179823053
3,179823858,179824087
4,179824182,179824323
5,179825146,179825226
6,179833032,179833246
7,179833587,179833782
8,179836436,179838078
>RNF130_ENST00000521389.6,chr5:179955067-180071759
1,180071456,180071759
2,180040453,180040647
3,180013061,180013311
4,179980129,179980200
5,179978203,179978285
6,179970410,179970506
7,179966806,179967010
8,179963471,179963564
9,179955067,179955669
>GMDS_ENST00000380815.5,chr6:1623806-2245605
1,2245321,2245605
2,2124687,2124731
3,2117469,2117556
4,2115771,2115880
5,1960774,1960966
6,1959867,1959971
7,1930103,1930230
8,1742468,1742586
9,1726416,1726512
10,1624472,1624540
11,1623806,1624231
>TRIM27_ENST00000377199.4,chr6:28903002-28923985
1,28923213,28923985
2,28921892,28921987
3,28920012,28920242
4,28911696,28911718
5,28908973,28909088
6,28908808,28908840
7,28907236,28907262
8,28903002,28904665
>HLA-A_ENST00000376809.10,chr6:29942532-29945870
1,29942532,29942626
2,29942757,29943026
3,29943268,29943543
4,29944122,29944397
5,29944500,29944616
6,29945059,29945091
7,29945234,29945281
8,29945451,29945870
>POU5F1_ENST00000259915.13,chr6:31164337-31170682
1,31170216,31170682
2,31165927,31166047
3,31165571,31165701
4,31165128,31165286
5,31164337,31164867
>PHF1_ENST00000374516.8,chr6:33411014-33416439
1,33411014,33411215
2,33412248,33412422
3,33412508,33412589
4,33412698,33412793
5,33413196,33413296
6,33413409,33413557
7,33413736,33413831
8,33414041,33414109
9,33414243,33414366
10,33414477,33414544
11,33414725,33414829
12,33414955,33415144
13,33415235,33415329
14,33415590,33415670
15,33415810,33416439
>CUTA_ENST00000488034.6,chr6:33416442-33418107
1,33417959,33418107
2,33417481,33417695
3,33417251,33417310
4,33417097,33417142
5,33416920,33416969
6,33416442,33416776
>CYP39A1_ENST00000275016.3,chr6:46549580-46652818
1,46652406,46652818
2,46642163,46642298
3,46639494,46639668
4,46637829,46637978
5,46636389,46636482
6,46630963,46631070
7,46625418,46625508
8,46595987,46596120
9,46588034,46588129
10,46587077,46587165
11,46553767,46553854
12,46549580,46550437
>CASP8AP2_ENST00000551025.4,chr6:89829939-89871388
1,89829939,89830106
2,89846562,89846644
3,89853166,89853234
4,89854817,89854917
5,89855470,89855544
6,89857084,89857199
7,89862126,89864371
8,89865953,89869082
9,89871289,89871388
>FOXO3_ENST00000406360.2,chr6:108560917-108684774
1,108560917,108561829
2,108663455,108664889
3,108679827,108684774
>ROS1_ENST00000368507.8,chr6:117287353-117425942
1,117425534,117425942
2,117418462,117418506
3,117416258,117416317
4,117414519,117414545
5,117409582,117409642
6,117404280,117404428
7,117403139,117403277
8,117396915,117397116
9,117396188,117396264
10,117394616,117394738
11,117394162,117394346
12,117393224,117393321
13,117389350,117389846
14,117387780,117387992
15,117386889,117386999
16,117385683,117385861
17,117383317,117383508
18,117379059,117379159
19,117366076,117366290
20,117365581,117365741
21,117365060,117365204
22,117362603,117362865
23,117360342,117360405
24,117359809,117360011
25,117357804,117358009
26,117356629,117356915
27,117352990,117353166
28,117344060,117344262
29,117342400,117342544
30,117341400,117341632
31,117341135,117341311
32,117337172,117337340
33,117329329,117329446
34,117326224,117326414
35,117324332,117324415
36,117321259,117321394
37,117319868,117320030
38,117318188,117318252
39,117317143,117317272
40,117311020,117311117
41,117310081,117310281
42,117308794,117308928
43,117300974,117301137
44,117287353,117288802
>GOPC_ENST00000368498.7,chr6:117560269-117602511
1,117602004,117602511
2,117578900,117579064
3,117577448,117577471
4,117575177,117575352
5,117573467,117573632
6,117570860,117570955
7,117569572,117569736
8,117566854,117567034
9,117560269,117563384
>RSPO3_ENST00000356698.9,chr6:127118671-127199481
1,127118671,127119289
2,127148648,127148839
3,127150426,127150572
4,127155241,127155438
5,127195823,127199481
>PTPRK_ENST00000368226.9,chr6:127968785-128520599
1,128520259,128520599
2,128397566,128397688
3,128322039,128322310
4,128242521,128242602
5,128240035,128240150
6,128218922,128219096
7,128184432,128184725
8,128089690,128089992
9,128083715,128083824
10,128082437,128082638
11,128078813,128078918
12,128067519,128067792
13,128064758,128064794
14,128009130,128009268
15,128005084,128005244
16,127998720,127998904
17,127996901,127996988
18,127995462,127995538
19,127992673,127992709
20,127991294,127991391
21,127990769,127990885
22,127985721,127985875
23,127983242,127983377
24,127982831,127982980
25,127981116,127981289
26,127976923,127977054
27,127976657,127976782
28,127973664,127973827
29,127973022,127973157
30,127968785,127970280
>MYB_ENST00000341911.10,chr6:135181308-135219172
1,135181308,135181536
2,135185903,135186020
3,135187834,135187905
4,135189791,135189883
5,135190127,135190347
6,135192324,135192558
7,135193838,135193918
8,135194356,135194460
9,135195748,135196002
10,135196961,135197323
11,135198908,135199050
12,135200085,135200199
13,135200290,135200415
14,135201639,135201749
15,135203217,135203324
16,135217864,135219172
>EZR_ENST00000367075.4,chr6:158765748-158819368
1,158819317,158819368
2,158818082,158818166
3,158789288,158789371
4,158787108,158787203
5,158785309,158785583
6,158784644,158784727
7,158783520,158783666
8,158776408,158776504
9,158771244,158771407
10,158770764,158770894
11,158769784,158769944
12,158769326,158769418
13,158767261,158767512
14,158765748,158767078
>SLC22A1_ENST00000366963.9,chr6:160121815-160158718
1,160121815,160122346
2,160130104,160130207
3,160132232,160132386
4,160133957,160134125
5,160136220,160136334
6,160136544,160136650
7,160139653,160139867
8,160143541,160143649
9,160154798,160154910
10,160155975,160156074
11,160158516,160158718
>QKI_ENST00000361752.8,chr6:163414718-163578592
1,163414718,163415335
2,163455279,163455421
3,163478780,163478896
4,163534982,163535125
5,163561982,163562069
6,163563420,163563719
7,163566721,163566795
8,163570694,163578592
>AFDN_ENST00000683244.1,chr6:167826911-167972023
1,167826911,167827237
2,167864551,167864746
3,167870386,167870498
4,167872214,167872377
5,167875335,167875495
6,167880360,167880517
7,167889215,167889326
8,167890862,167891029
9,167893862,167893906
10,167896878,167896972
11,167898205,167898467
12,167902317,167902386
13,167907171,167907289
14,167911101,167911162
15,167911284,167911489
16,167913403,167913423
17,167914168,167914313
18,167914644,167914738
19,167915168,167915433
20,167917089,167917232
21,167918735,167918933
22,167922856,167922959
23,167925005,167925091
24,167943129,167943194
25,167943402,167943475
26,167943941,167944059
27,167946707,167946901
28,167947853,167947944
29,167948293,167948478
30,167951186,167952187
31,167962433,167962567
32,167965757,167966045
33,167969114,167969198
34,167969782,167972023
>FBXL18_ENST00000382368.8,chr7:5475797-5513809
1,5513657,5513809
2,5505412,5505630
3,5500488,5502031
4,5491231,5491449
5,5475797,5481931
>ACTB_ENST00000646664.1,chr7:5527148-5530601
1,5530524,5530601
2,5529535,5529663
3,5529161,5529400
4,5528281,5528719
5,5528004,5528185
6,5527148,5527891
>RNF216_ENST00000389902.8,chr7:5620047-5781663
1,5781541,5781663
2,5761003,5761138
3,5752846,5752979
4,5740973,5741815
5,5739276,5739352
6,5730715,5730817
7,5729432,5729596
8,5725324,5725438
9,5721033,5721172
10,5716716,5716766
11,5715053,5715190
12,5712715,5712863
13,5711761,5711839
14,5652413,5652510
15,5641154,5641376
16,5624056,5624125
17,5620047,5623179
>ETV1_ENST00000430479.6,chr7:13891229-13989666
1,13989563,13989666
2,13989268,13989464
3,13989008,13989139
4,13988086,13988173
5,13986638,13986685
6,13977427,13977480
7,13939117,13939246
8,13935708,13935896
9,13931502,13931749
10,13911239,13911307
11,13909632,13909700
12,13906430,13906599
13,13900738,13900839
14,13891229,13896087
>HNRNPA2B1_ENST00000618183.5,chr7:26189927-26200746
1,26200572,26200746
2,26197622,26197732
3,26197315,26197461
4,26196807,26197017
5,26196557,26196658
6,26196401,26196481
7,26195847,26195909
8,26193575,26193694
9,26193251,26193373
10,26192495,26192577
11,26189927,26192338
>JAZF1_ENST00000283928.10,chr7:27830577-28180795
1,28180463,28180795
2,27991909,27991981
3,27895220,27895416
4,27840698,27840867
5,27830577,27832976
>BBS9_ENST00000242067.11,chr7:33129564-33606069
1,33129564,33130041
2,33146242,33146364
3,33152701,33152851
4,33155638,33155702
5,33177478,33177591
6,33257236,33257410
7,33264290,33264374
8,33273012,33273195
9,33273827,33273956
10,33336441,33336622
11,33340897,33340973
12,33344581,33344634
13,33349068,33349170
14,33351219,33351323
15,33352859,33352873
16,33357855,33357995
17,33367767,33367862
18,33383666,33383838
19,33387992,33388144
20,33505463,33505645
21,33533954,33534176
22,33604865,33604975
23,33605195,33606069
>PKD1L1_ENST00000289672.7,chr7:47774614-47948466
1,47948397,47948466
2,47943396,47943511
3,47940193,47940317
4,47936846,47936958
5,47931936,47932056
6,47931104,47931321
7,47929204,47929526
8,47915432,47915599
9,47908077,47908250
10,47905843,47905962
11,47905157,47905325
12,47904378,47904617
13,47902379,47902511
14,47897988,47898194
15,47893878,47894059
16,47890542,47890763
17,47887990,47888150
18,47885686,47886054
19,47884598,47884657
20,47881909,47882085
21,47880728,47880805
22,47877489,47877631
23,47876097,47876217
24,47873899,47874010
25,47866419,47866614
26,47865216,47865272
27,47858673,47858885
28,47857605,47857832
29,47855155,47855265
30,47854882,47855039
31,47853127,47853227
32,47846879,47847071
33,47844995,47845078
34,47842962,47843169
35,47840461,47840567
36,47839446,47839662
37,47836921,47837094
38,47835133,47835243
39,47834967,47835039
40,47834339,47834385
41,47833090,47833252
42,47831217,47831352
43,47830040,47830124
44,47829425,47829601
45,47827350,47827468
46,47821076,47821186
47,47815334,47815457
48,47813931,47814014
49,47813121,47813293
50,47811817,47812051
51,47809473,47809577
52,47808247,47808387
53,47803210,47803344
54,47800649,47800879
55,47795989,47796150
56,47792627,47792797
57,47774614,47775166
>HIP1_ENST00000336926.11,chr7:75533298-75738941
1,75738801,75738941
2,75599184,75599247
3,75592372,75592514
4,75592056,75592112
5,75586753,75586833
6,75582075,75582151
7,75581237,75581298
8,75573761,75573901
9,75568199,75568256
10,75563188,75563263
11,75562935,75563075
12,75562073,75562170
13,75561329,75561401
14,75559732,75559915
15,75558167,75558255
16,75557654,75557770
17,75556710,75556811
18,75556026,75556169
19,75555416,75555551
20,75554440,75554526
21,75554113,75554220
22,75553453,75553589
23,75548891,75549001
24,75547755,75547813
25,75546939,75547032
26,75545088,75545188
27,75544695,75544800
28,75542851,75542974
29,75541919,75541980
30,75539323,75539431
31,75533298,75538224
>GNAI1_ENST00000649796.2,chr7:80134831-80226181
1,80134831,80135278
2,80188951,80188993
3,80189090,80189231
4,80199225,80199382
5,80203704,80203832
6,80210969,80211098
7,80212716,80212869
8,80217303,80226181
>AKAP9_ENST00000356239.8,chr7:91940862-92110673
1,91940862,91941147
2,91973711,91973968
3,91980289,91980333
4,91992158,91992211
5,91992885,91993055
6,91994621,91994776
7,91995603,91995800
8,92000848,92003235
9,92012429,92012642
10,92014249,92014328
11,92016129,92016267
12,92017017,92017102
13,92022238,92022352
14,92022814,92023009
15,92029895,92029991
16,92031512,92031604
17,92038419,92038772
18,92040674,92040898
19,92042046,92042186
20,92042668,92042771
21,92045008,92045213
22,92052726,92052958
23,92061260,92061422
24,92062274,92062486
25,92065231,92065463
26,92066427,92066546
27,92070030,92070206
28,92070905,92071009
29,92076855,92077007
30,92077696,92077875
31,92079079,92080152
32,92082522,92082662
33,92083170,92083655
34,92084640,92084703
35,92084819,92084940
36,92085495,92085686
37,92086228,92086416
38,92089385,92089529
39,92093097,92093316
40,92095023,92095173
41,92096689,92097357
42,92097586,92097794
43,92098109,92098214
44,92099687,92099869
45,92100856,92101056
46,92102594,92102826
47,92105678,92105763
48,92107293,92107422
49,92108494,92108633
50,92110122,92110673
>COL1A2_ENST00000297268.11,chr7:94394895-94431227
1,94394895,94395101
2,94397748,94397758
3,94398382,94398396
4,94399049,94399084
5,94400196,94400288
6,94401567,94401620
7,94404556,94404600
8,94404693,94404746
9,94404839,94404892
10,94405199,94405252
11,94405673,94405726
12,94406250,94406303
13,94407847,94407891
14,94408183,94408236
15,94408336,94408380
16,94408770,94408823
17,94409322,94409420
18,94409564,94409608
19,94409723,94409821
20,94410242,94410295
21,94410420,94410527
22,94410889,94410942
23,94411056,94411154
24,94412068,94412121
25,94412584,94412682
26,94413083,94413136
27,94413690,94413743
28,94413894,94413947
29,94414222,94414275
30,94415226,94415270
31,94416405,94416503
32,94417724,94417831
33,94418499,94418552
34,94419498,94419551
35,94420233,94420286
36,94420391,94420444
37,94420541,94420648
38,94421009,94421062
39,94421899,94421952
40,94422957,94423118
41,94424336,94424443
42,94425117,94425224
43,94425610,94425663
44,94425750,94425857
45,94425998,94426051
46,94426423,94426530
47,94427008,94427061
48,94427188,94427295
49,94427627,94427885
50,94428293,94428477
51,94429188,94429430
52,94430247,94431227
>BAIAP2L1_ENST00000005260.9,chr7:98291650-98401090
1,98400802,98401090
2,98362357,98362432
3,98355042,98355128
4,98320237,98320298
5,98320058,98320129
6,98317219,98317356
7,98315460,98315612
8,98312097,98312264
9,98310445,98310592
10,98307689,98307896
11,98306439,98306516
12,98304196,98304376
13,98294074,98294111
14,98291650,98293596
>SND1_ENST00000354725.8,chr7:127652194-128092593
1,127652194,127652451
2,127686613,127686762
3,127694828,127694948
4,127698875,127698953
5,127701163,127701323
6,127702435,127702526
7,127703165,127703323
8,127704839,127704945
9,127707557,127707647
10,127721287,127721400
11,127807484,127807573
12,127844324,127844424
13,127887902,127888012
14,127904747,127904819
15,127929188,127929329
16,127990947,127991056
17,128074502,128074690
18,128081360,128081501
19,128084724,128084847
20,128085711,128085780
21,128086938,128087051
22,128089489,128089692
23,128091837,128091881
24,128091993,128092593
>CREB3L2_ENST00000330387.11,chr7:137874979-138002086
1,138001604,138002086
2,137928150,137928366
3,137915837,137916012
4,137912991,137913078
5,137908252,137908436
6,137905702,137905848
7,137903959,137904017
8,137901354,137901422
9,137885403,137885502
10,137884995,137885121
11,137882412,137882628
12,137874979,137880551
>TRIM24_ENST00000343526.9,chr7:138460259-138589996
1,138460259,138460912
2,138504290,138504408
3,138515212,138515359
4,138519189,138519321
5,138525241,138525357
6,138529116,138529230
7,138538657,138538803
8,138551063,138551180
9,138554698,138554966
10,138567481,138567654
11,138570830,138571003
12,138573507,138573642
13,138576373,138576445
14,138577420,138577588
15,138579204,138579532
16,138580562,138580694
17,138581697,138581771
18,138583850,138583999
19,138584742,138589996
>KIAA1549_ENST00000422774.2,chr7:138831381-138981389
1,138981083,138981389
2,138916748,138919438
3,138912372,138912460
4,138911146,138911323
5,138908991,138909121
6,138906919,138907102
7,138905022,138905081
8,138903588,138903736
9,138898955,138899132
10,138894342,138894526
11,138881388,138881584
12,138879538,138879653
13,138871157,138871362
14,138869538,138869761
15,138867975,138868128
16,138861139,138861456
17,138852223,138852269
18,138844317,138844474
19,138840133,138840278
20,138831381,138838160
>MKRN1_ENST00000255977.7,chr7:140453033-140479505
1,140479160,140479505
2,140471883,140472011
3,140459707,140459936
4,140459007,140459233
5,140456652,140456866
6,140455790,140455900
7,140455095,140455233
8,140453033,140454729
>BRAF_ENST00000644969.2,chr7:140719337-140924929
1,140924566,140924929
2,140850111,140850212
3,140834609,140834872
4,140808892,140808995
5,140807960,140808062
6,140801412,140801560
7,140800362,140800481
8,140794308,140794467
9,140787548,140787584
10,140785689,140785808
11,140783021,140783157
12,140781576,140781693
13,140777991,140778075
14,140776912,140777088
15,140754187,140754233
16,140753275,140753393
17,140749287,140749418
18,140739812,140739946
19,140734617,140734770
20,140719337,140726516
>FAM131B_ENST00000443739.7,chr7:143353400-143362713
1,143362576,143362713
2,143360040,143360149
3,143359732,143359767
4,143359326,143359419
5,143358827,143359024
6,143357280,143357423
7,143353400,143357022
>MCPH1_ENST00000344683.10,chr8:6406627-6648508
1,6406627,6406689
2,6409279,6409370
3,6414765,6414883
4,6431499,6431586
5,6436048,6436162
6,6438953,6439096
7,6442067,6442156
8,6444393,6445547
9,6455143,6455252
10,6477594,6477631
11,6480714,6480876
12,6499852,6499929
13,6621454,6621691
14,6642994,6648508
>AGPAT5_ENST00000285518.11,chr8:6708642-6761503
1,6708642,6708887
2,6724870,6724939
3,6730711,6730826
4,6732561,6732650
5,6741661,6741751
6,6747670,6747828
7,6755051,6755174
8,6757163,6761503
>PCM1_ENST00000325083.13,chr8:17922988-18029948
1,17922988,17923188
2,17924713,17924780
3,17935589,17935706
4,17937134,17937379
5,17938740,17939009
6,17939691,17939861
7,17947186,17947363
8,17950615,17950724
9,17952970,17953186
10,17955470,17955653
11,17956604,17956777
12,17957264,17957421
13,17957540,17957775
14,17960014,17960165
15,17960315,17960444
16,17962034,17962174
17,17963101,17963291
18,17964568,17964768
19,17965999,17966218
20,17966328,17966473
21,17966980,17967170
22,17969577,17969748
23,17972329,17972687
24,17980591,17980755
25,17985447,17985619
26,17985959,17986087
27,17989859,17989979
28,17991542,17991700
29,17993483,17993619
30,18006263,18006397
31,18009547,18009744
32,18010609,18010668
33,18011237,18011366
34,18011667,18011827
35,18013964,18014036
36,18014584,18014840
37,18025361,18025453
38,18025544,18025658
39,18027637,18029948
>NRG1_ENST00000356819.7,chr8:32548267-32767959
1,32548267,32548826
2,32595828,32596005
3,32605562,32605683
4,32614514,32614564
5,32616835,32616885
